v AA,v TC,ang
2.9778894472361808,0.7804020100502512,-0.0015723463324203324
2.9919597989949747,0.7804020100502512,-0.0015541406841188465
3.0060301507537686,0.7804020100502512,-0.0015450378599681036
3.020100502512563,0.7804020100502512,-0.0015450378599681036
3.034170854271357,0.7804020100502512,-0.0015450378599681036
3.0482412060301507,0.7804020100502512,-0.0015450378599681036
3.0623115577889446,0.7804020100502512,-0.0015450378599681036
3.0763819095477385,0.7804020100502512,-0.0015450378599681036
3.0904522613065324,0.7804020100502512,-0.0015450378599681036
3.1045226130653267,0.7804020100502512,-0.0015450378599681036
3.1185929648241206,0.7804020100502512,-0.0015450378599681036
3.1326633165829145,0.7804020100502512,-0.0015450378599681036
3.1467336683417084,0.7804020100502512,-0.0015450378599681036
3.1608040201005023,0.7804020100502512,-0.0015450378599681036
3.174874371859296,0.7804020100502512,-0.0015450378599681036
3.18894472361809,0.7804020100502512,-0.0015450378599681036
3.2030150753768845,0.7804020100502512,-0.0015450378599681036
3.2170854271356784,0.7804020100502512,-0.0015450378599681036
3.2311557788944723,0.7804020100502512,-0.0015450378599681036
3.245226130653266,0.7804020100502512,-0.0015450378599681036
3.25929648241206,0.7804020100502512,-0.0015450378599681036
3.273366834170854,0.7804020100502512,-0.0015450378599681036
3.2874371859296483,0.7804020100502512,-0.0015450378599681036
3.301507537688442,0.7804020100502512,-0.0015450378599681036
3.315577889447236,0.7804020100502512,-0.0015450378599681036
3.32964824120603,0.7804020100502512,-0.0015450378599681036
3.343718592964824,0.7804020100502512,-0.0015450378599681036
3.3577889447236178,0.7804020100502512,-0.0015450378599681036
3.371859296482412,0.7804020100502512,-0.0015450378599681036
3.385929648241206,0.7804020100502512,-0.0015450378599681036
3.4,0.7804020100502512,-0.0015450378599681036
0.6,0.7937688442211055,-0.0018917948600557562
0.614070351758794,0.7937688442211055,-0.0018917948600557562
0.6281407035175879,0.7937688442211055,-0.0018917948600557562
0.6422110552763819,0.7937688442211055,-0.0018917948600557562
0.6562814070351759,0.7937688442211055,-0.0018917948600557562
0.6703517587939698,0.7937688442211055,-0.0018917948600557562
0.6844221105527638,0.7937688442211055,-0.0018917948600557562
0.6984924623115578,0.7937688442211055,-0.0018917948600557562
0.7125628140703517,0.7937688442211055,-0.0018917948600557562
0.7266331658291457,0.7937688442211055,-0.0018917948600557562
0.7407035175879397,0.7937688442211055,-0.0018917948600557562
0.7547738693467336,0.7937688442211055,-0.0018917948600557562
0.7688442211055276,0.7937688442211055,-0.0018917948600557562
0.7829145728643215,0.7937688442211055,-0.0018917948600557562
0.7969849246231155,0.7937688442211055,-0.0018917948600557562
0.8110552763819094,0.7937688442211055,-0.0018917948600557562
0.8251256281407034,0.7937688442211055,-0.0018917948600557562
0.8391959798994975,0.7937688442211055,-0.0018917948600557562
0.8532663316582914,0.7937688442211055,-0.0018917948600557562
0.8673366834170854,0.7937688442211055,-0.0018917948600557562
0.8814070351758794,0.7937688442211055,-0.0018917948600557562
0.8954773869346733,0.7937688442211055,-0.0018917948600557562
0.9095477386934673,0.7937688442211055,-0.0018917948600557562
0.9236180904522613,0.7937688442211055,-0.0018917948600557562
0.9376884422110552,0.7937688442211055,-0.0018917948600557562
0.9517587939698492,0.7937688442211055,-0.0018917948600557562
0.9658291457286432,0.7937688442211055,-0.0018917948600557562
0.9798994974874371,0.7937688442211055,-0.0018917948600557562
0.9939698492462311,0.7937688442211055,-0.0018917948600557562
1.0080402010050251,0.7937688442211055,-0.0018917948600557562
1.022110552763819,0.7937688442211055,-0.0018917948600557562
1.0361809045226131,0.7937688442211055,-0.001893167124729455
1.050251256281407,0.7937688442211055,-0.001889081200744763
1.064321608040201,0.7937688442211055,-0.001889081200744763
1.0783919597989948,0.7937688442211055,-0.001889081200744763
1.092462311557789,0.7937688442211055,-0.001889081200744763
1.1065326633165828,0.7937688442211055,-0.001889081200744763
1.120603015075377,0.7937688442211055,-0.0018903599667220313
1.1346733668341709,0.7937688442211055,-0.0018909993497106658
1.1487437185929648,0.7937688442211055,-0.0018922781156879343
1.1628140703517587,0.7937688442211055,-0.0018834360146935125
1.1768844221105526,0.7937688442211055,-0.0018834360146935125
1.1909547738693467,0.7937688442211055,-0.001884714780670781
1.2050251256281408,0.7937688442211055,-0.0018777422644975818
1.2190954773869347,0.7937688442211055,-0.0018777422644975818
1.2331658291457286,0.7937688442211055,-0.001866092541987974
1.2472361809045225,0.7937688442211055,-0.001866092541987974
1.2613065326633164,0.7937688442211055,-0.001848742061840753
1.2753768844221105,0.7937688442211055,-0.001841769545667554
1.2894472361809044,0.7937688442211055,-0.001836389120349169
1.3035175879396985,0.7937688442211055,-0.0018294166041759696
1.3175879396984924,0.7937688442211055,-0.0018215476080118051
1.3316582914572863,0.7937688442211055,-0.0018102927883245994
1.3457286432160802,0.7937688442211055,-0.0018033202721514003
1.3597989949748743,0.7937688442211055,-0.0017734432137813869
1.3738693467336682,0.7937688442211055,-0.0017639617297983308
1.3879396984924623,0.7937688442211055,-0.0017639617297983308
1.4020100502512562,0.7937688442211055,-0.0017630652498073656
1.4160804020100501,0.7937688442211055,-0.001764678853163224
1.430150753768844,0.7937688442211055,-0.0017574926790169584
1.444221105527638,0.7937688442211055,-0.0017574926790169584
1.458291457286432,0.7937688442211055,-0.0017610597473893355
1.4723618090452262,0.7937688442211055,-0.001767691286364908
1.48643216080402,0.7937688442211055,-0.0017718138575306239
1.500502512562814,0.7937688442211055,-0.0017778898937128578
1.5145728643216079,0.7937688442211055,-0.0017753809259030008
1.5286432160804018,0.7937688442211055,-0.0017637314513077144
1.5427135678391959,0.7937688442211055,-0.0017698074874899483
1.55678391959799,0.7937688442211055,-0.0017672985196800915
1.570854271356784,0.7937688442211055,-0.0017708655880524684
1.5849246231155778,0.7937688442211055,-0.0017525845744816092
1.5989949748743717,0.7937688442211055,-0.0017479073681452007
1.6130653266331656,0.7937688442211055,-0.001782247384113564
1.6271356783919595,0.7937688442211055,-0.0018165874000819274
1.6412060301507538,0.7937688442211055,-0.0018251724040740183
1.6552763819095477,0.7937688442211055,-0.0018337574080661092
1.6693467336683416,0.7937688442211055,-0.0018337574080661092
1.6834170854271355,0.7937688442211055,-0.0018509274160502908
1.6974874371859294,0.7937688442211055,-0.0019024374400028361
1.7115577889447233,0.7937688442211055,-0.001900278783281811
1.7256281407035177,0.7937688442211055,-0.001825063576484472
1.7396984924623116,0.7937688442211055,-0.0017713261093078383
1.7537688442211055,0.7937688442211055,-0.00173233863343683
1.7678391959798994,0.7937688442211055,-0.001657123426639491
1.7819095477386933,0.7937688442211055,-0.0016436296027872242
1.7959798994974872,0.7937688442211055,-0.0016113890388423494
1.8100502512562815,0.7937688442211055,-0.0016113698752312957
1.8241206030150754,0.7937688442211055,-0.0016113411298147157
1.8381909547738693,0.7937688442211055,-0.0016113219662036622
1.8522613065326632,0.7937688442211055,-0.0016112836389815554
1.866331658291457,0.7937688442211055,-0.0016112453117594484
1.880402010050251,0.7937688442211055,-0.0016112069845373414
1.8944723618090449,0.7937688442211055,-0.0016111974027318145
1.9085427135678392,0.7937688442211055,-0.0016201713028852454
1.9226130653266331,0.7937688442211055,-0.001620616433090623
1.936683417085427,0.7937688442211055,-0.0016462027429347838
1.950753768844221,0.7937688442211055,-0.0016645956734470228
1.9648241206030148,0.7937688442211055,-0.001674014703805831
1.9788944723618087,0.7937688442211055,-0.001683433734164639
1.992964824120603,0.7937688442211055,-0.001717548813956854
2.007035175879397,0.7937688442211055,-0.0017346063538529611
2.021105527638191,0.7937688442211055,-0.0017763599431824754
2.0351758793969847,0.7937688442211055,-0.0018225649933098758
2.0492462311557786,0.7937688442211055,-0.0018431837335931155
2.0633165829145725,0.7937688442211055,-0.0018512673733357917
2.077386934673367,0.7937688442211055,-0.0018597961432838457
2.091457286432161,0.7937688442211055,-0.0019006594722026048
2.1055276381909547,0.7937688442211055,-0.0018873328888439661
2.1195979899497486,0.7937688442211055,-0.0018792172285405227
2.1336683417085425,0.7937688442211055,-0.001825312343664668
2.1477386934673364,0.7937688442211055,-0.001769101272981865
2.1618090452261307,0.7937688442211055,-0.0017395433690163397
2.1758793969849246,0.7937688442211055,-0.0016966588816921756
2.1899497487437185,0.7937688442211055,-0.001658985317423207
2.2040201005025124,0.7937688442211055,-0.0016161008300990428
2.2180904522613063,0.7937688442211055,-0.0016004680609334556
2.2321608040201,0.7937688442211055,-0.0015848352917678683
2.246231155778894,0.7937688442211055,-0.0015698910063019326
2.2603015075376884,0.7937688442211055,-0.0015328159934742632
2.2743718592964823,0.7937688442211055,-0.0015171832243086759
2.2884422110552762,0.7937688442211055,-0.001498645717894841
2.30251256281407,0.7937688442211055,-0.0014696863653706153
2.316582914572864,0.7937688442211055,-0.0015287197782811166
2.330653266331658,0.7937688442211055,-0.0015463280662873057
2.3447236180904523,0.7937688442211055,-0.0015691256539982444
2.358793969849246,0.7937688442211055,-0.001582563891486869
2.37286432160804,0.7937688442211055,-0.001628805436379219
2.386934673366834,0.7937688442211055,-0.001647524136823847
2.401005025125628,0.7937688442211055,-0.0016878388492897207
2.4150753768844218,0.7937688442211055,-0.0017048007678254367
2.429145728643216,0.7937688442211055,-0.0017176837990948417
2.44321608040201,0.7937688442211055,-0.0017305668303642472
2.457286432160804,0.7937688442211055,-0.0017305668303642472
2.471356783919598,0.7937688442211055,-0.0017480839551191826
2.4854271356783917,0.7937688442211055,-0.001756241729651804
2.4994974874371856,0.7937688442211055,-0.0017597654106988954
2.51356783919598,0.7937688442211055,-0.0017506418915343353
2.527638190954774,0.7937688442211055,-0.0017481651572108375
2.5417085427135677,0.7937688442211055,-0.0017209693070721229
2.5557788944723616,0.7937688442211055,-0.0017025776009365029
2.5698492462311555,0.7937688442211055,-0.0016912967226099106
2.5839195979899494,0.7937688442211055,-0.0016708923251187585
2.5979899497487433,0.7937688442211055,-0.0016708923251187585
2.6120603015075377,0.7937688442211055,-0.0016708923251187585
2.6261306532663315,0.7937688442211055,-0.0016636368295032307
2.6402010050251254,0.7937688442211055,-0.0016676622122142955
2.6542713567839193,0.7937688442211055,-0.0016831131410584524
2.6683417085427137,0.7937688442211055,-0.0017226744749433611
2.6824120603015076,0.7937688442211055,-0.0017359680446254854
2.6964824120603015,0.7937688442211055,-0.0017514189734696424
2.7105527638190954,0.7937688442211055,-0.0017432302387581603
2.7246231155778893,0.7937688442211055,-0.0017444483737945875
2.738693467336683,0.7937688442211055,-0.001745779245678851
2.7527638190954775,0.7937688442211055,-0.0017469973807152782
2.7668341708542714,0.7937688442211055,-0.00175065178582456
2.7809045226130653,0.7937688442211055,-0.0017518699208609872
2.794974874371859,0.7937688442211055,-0.0017483282525995417
2.809045226130653,0.7937688442211055,-0.0017472228544109503
2.823115577889447,0.7937688442211055,-0.0017353797145901865
2.837185929648241,0.7937688442211055,-0.0017187767714715498
2.8512562814070352,0.7937688442211055,-0.0017044973615779314
2.865326633165829,0.7937688442211055,-0.0016902179516843127
2.879396984924623,0.7937688442211055,-0.0016831346151614218
2.893467336683417,0.7937688442211055,-0.0016617718687449122
2.907537688442211,0.7937688442211055,-0.001639607769736978
2.9216080402010047,0.7937688442211055,-0.0016305049455862352
2.935678391959799,0.7937688442211055,-0.001616850709360121
2.949748743718593,0.7937688442211055,-0.0016031964731340067
2.963819095477387,0.7937688442211055,-0.0015951033927971894
2.9778894472361808,0.7937688442211055,-0.0015723463324203324
2.9919597989949747,0.7937688442211055,-0.0015541406841188465
3.0060301507537686,0.7937688442211055,-0.0015450378599681036
3.020100502512563,0.7937688442211055,-0.0015450378599681036
3.034170854271357,0.7937688442211055,-0.0015450378599681036
3.0482412060301507,0.7937688442211055,-0.0015450378599681036
3.0623115577889446,0.7937688442211055,-0.0015450378599681036
3.0763819095477385,0.7937688442211055,-0.0015450378599681036
3.0904522613065324,0.7937688442211055,-0.0015450378599681036
3.1045226130653267,0.7937688442211055,-0.0015450378599681036
3.1185929648241206,0.7937688442211055,-0.0015450378599681036
3.1326633165829145,0.7937688442211055,-0.0015450378599681036
3.1467336683417084,0.7937688442211055,-0.0015450378599681036
3.1608040201005023,0.7937688442211055,-0.0015450378599681036
3.174874371859296,0.7937688442211055,-0.0015450378599681036
3.18894472361809,0.7937688442211055,-0.0015450378599681036
3.2030150753768845,0.7937688442211055,-0.0015450378599681036
3.2170854271356784,0.7937688442211055,-0.0015450378599681036
3.2311557788944723,0.7937688442211055,-0.0015450378599681036
3.245226130653266,0.7937688442211055,-0.0015450378599681036
3.25929648241206,0.7937688442211055,-0.0015450378599681036
3.273366834170854,0.7937688442211055,-0.0015450378599681036
3.2874371859296483,0.7937688442211055,-0.0015450378599681036
3.301507537688442,0.7937688442211055,-0.0015450378599681036
3.315577889447236,0.7937688442211055,-0.0015450378599681036
3.32964824120603,0.7937688442211055,-0.0015450378599681036
3.343718592964824,0.7937688442211055,-0.0015450378599681036
3.3577889447236178,0.7937688442211055,-0.0015450378599681036
3.371859296482412,0.7937688442211055,-0.0015450378599681036
3.385929648241206,0.7937688442211055,-0.0015450378599681036
3.4,0.7937688442211055,-0.0015450378599681036
0.6,0.8071356783919598,-0.0018917948600557562
0.614070351758794,0.8071356783919598,-0.0018917948600557562
0.6281407035175879,0.8071356783919598,-0.0018917948600557562
0.6422110552763819,0.8071356783919598,-0.0018917948600557562
0.6562814070351759,0.8071356783919598,-0.0018917948600557562
0.6703517587939698,0.8071356783919598,-0.0018917948600557562
0.6844221105527638,0.8071356783919598,-0.0018917948600557562
0.6984924623115578,0.8071356783919598,-0.0018917948600557562
0.7125628140703517,0.8071356783919598,-0.0018917948600557562
0.7266331658291457,0.8071356783919598,-0.0018917948600557562
0.7407035175879397,0.8071356783919598,-0.0018917948600557562
0.7547738693467336,0.8071356783919598,-0.0018917948600557562
0.7688442211055276,0.8071356783919598,-0.0018917948600557562
0.7829145728643215,0.8071356783919598,-0.0018917948600557562
0.7969849246231155,0.8071356783919598,-0.0018917948600557562
0.8110552763819094,0.8071356783919598,-0.0018917948600557562
0.8251256281407034,0.8071356783919598,-0.0018917948600557562
0.8391959798994975,0.8071356783919598,-0.0018917948600557562
0.8532663316582914,0.8071356783919598,-0.0018917948600557562
0.8673366834170854,0.8071356783919598,-0.0018917948600557562
0.8814070351758794,0.8071356783919598,-0.0018917948600557562
0.8954773869346733,0.8071356783919598,-0.0018917948600557562
0.9095477386934673,0.8071356783919598,-0.0018917948600557562
0.9236180904522613,0.8071356783919598,-0.0018917948600557562
0.9376884422110552,0.8071356783919598,-0.0018917948600557562
0.9517587939698492,0.8071356783919598,-0.0018917948600557562
0.9658291457286432,0.8071356783919598,-0.0018917948600557562
0.9798994974874371,0.8071356783919598,-0.0018917948600557562
0.9939698492462311,0.8071356783919598,-0.0018917948600557562
1.0080402010050251,0.8071356783919598,-0.0018917948600557562
1.022110552763819,0.8071356783919598,-0.0018917948600557562
1.0361809045226131,0.8071356783919598,-0.001893167124729455
1.050251256281407,0.8071356783919598,-0.001889081200744763
1.064321608040201,0.8071356783919598,-0.001889081200744763
1.0783919597989948,0.8071356783919598,-0.001889081200744763
1.092462311557789,0.8071356783919598,-0.001889081200744763
1.1065326633165828,0.8071356783919598,-0.001889081200744763
1.120603015075377,0.8071356783919598,-0.0018903599667220313
1.1346733668341709,0.8071356783919598,-0.0018909993497106658
1.1487437185929648,0.8071356783919598,-0.0018922781156879343
1.1628140703517587,0.8071356783919598,-0.0018834360146935125
1.1768844221105526,0.8071356783919598,-0.0018834360146935125
1.1909547738693467,0.8071356783919598,-0.001884714780670781
1.2050251256281408,0.8071356783919598,-0.0018777422644975818
1.2190954773869347,0.8071356783919598,-0.0018777422644975818
1.2331658291457286,0.8071356783919598,-0.001866092541987974
1.2472361809045225,0.8071356783919598,-0.001866092541987974
1.2613065326633164,0.8071356783919598,-0.001848742061840753
1.2753768844221105,0.8071356783919598,-0.001841769545667554
1.2894472361809044,0.8071356783919598,-0.001836389120349169
1.3035175879396985,0.8071356783919598,-0.0018294166041759696
1.3175879396984924,0.8071356783919598,-0.0018215476080118051
1.3316582914572863,0.8071356783919598,-0.0018102927883245994
1.3457286432160802,0.8071356783919598,-0.0018033202721514003
1.3597989949748743,0.8071356783919598,-0.0017734432137813869
1.3738693467336682,0.8071356783919598,-0.0017639617297983308
1.3879396984924623,0.8071356783919598,-0.0017639617297983308
1.4020100502512562,0.8071356783919598,-0.0017630652498073656
1.4160804020100501,0.8071356783919598,-0.001764678853163224
1.430150753768844,0.8071356783919598,-0.0017574926790169584
1.444221105527638,0.8071356783919598,-0.0017574926790169584
1.458291457286432,0.8071356783919598,-0.0017610597473893355
1.4723618090452262,0.8071356783919598,-0.001767691286364908
1.48643216080402,0.8071356783919598,-0.0017718138575306239
1.500502512562814,0.8071356783919598,-0.0017778898937128578
1.5145728643216079,0.8071356783919598,-0.0017753809259030008
1.5286432160804018,0.8071356783919598,-0.0017637314513077144
1.5427135678391959,0.8071356783919598,-0.0017698074874899483
1.55678391959799,0.8071356783919598,-0.0017672985196800915
1.570854271356784,0.8071356783919598,-0.0017708655880524684
1.5849246231155778,0.8071356783919598,-0.0017525845744816092
1.5989949748743717,0.8071356783919598,-0.0017479073681452007
1.6130653266331656,0.8071356783919598,-0.001782247384113564
1.6271356783919595,0.8071356783919598,-0.0018165874000819274
1.6412060301507538,0.8071356783919598,-0.0018251724040740183
1.6552763819095477,0.8071356783919598,-0.0018337574080661092
1.6693467336683416,0.8071356783919598,-0.0018337574080661092
1.6834170854271355,0.8071356783919598,-0.0018509274160502908
1.6974874371859294,0.8071356783919598,-0.0019024374400028361
1.7115577889447233,0.8071356783919598,-0.001900278783281811
1.7256281407035177,0.8071356783919598,-0.001825063576484472
1.7396984924623116,0.8071356783919598,-0.0017713261093078383
1.7537688442211055,0.8071356783919598,-0.00173233863343683
1.7678391959798994,0.8071356783919598,-0.001657123426639491
1.7819095477386933,0.8071356783919598,-0.0016436296027872242
1.7959798994974872,0.8071356783919598,-0.0016113890388423494
1.8100502512562815,0.8071356783919598,-0.0016113698752312957
1.8241206030150754,0.8071356783919598,-0.0016113411298147157
1.8381909547738693,0.8071356783919598,-0.0016113219662036622
1.8522613065326632,0.8071356783919598,-0.0016112836389815554
1.866331658291457,0.8071356783919598,-0.0016112453117594484
1.880402010050251,0.8071356783919598,-0.0016112069845373414
1.8944723618090449,0.8071356783919598,-0.0016111974027318145
1.9085427135678392,0.8071356783919598,-0.0016201713028852454
1.9226130653266331,0.8071356783919598,-0.001620616433090623
1.936683417085427,0.8071356783919598,-0.0016462027429347838
1.950753768844221,0.8071356783919598,-0.0016645956734470228
1.9648241206030148,0.8071356783919598,-0.001674014703805831
1.9788944723618087,0.8071356783919598,-0.001683433734164639
1.992964824120603,0.8071356783919598,-0.001717548813956854
2.007035175879397,0.8071356783919598,-0.0017346063538529611
2.021105527638191,0.8071356783919598,-0.0017763599431824754
2.0351758793969847,0.8071356783919598,-0.0018225649933098758
2.0492462311557786,0.8071356783919598,-0.0018431837335931155
2.0633165829145725,0.8071356783919598,-0.0018512673733357917
2.077386934673367,0.8071356783919598,-0.0018597961432838457
2.091457286432161,0.8071356783919598,-0.0019006594722026048
2.1055276381909547,0.8071356783919598,-0.0018873328888439661
2.1195979899497486,0.8071356783919598,-0.0018792172285405227
2.1336683417085425,0.8071356783919598,-0.001825312343664668
2.1477386934673364,0.8071356783919598,-0.001769101272981865
2.1618090452261307,0.8071356783919598,-0.0017395433690163397
2.1758793969849246,0.8071356783919598,-0.0016966588816921756
2.1899497487437185,0.8071356783919598,-0.001658985317423207
2.2040201005025124,0.8071356783919598,-0.0016161008300990428
2.2180904522613063,0.8071356783919598,-0.0016004680609334556
2.2321608040201,0.8071356783919598,-0.0015848352917678683
2.246231155778894,0.8071356783919598,-0.0015698910063019326
2.2603015075376884,0.8071356783919598,-0.0015328159934742632
2.2743718592964823,0.8071356783919598,-0.0015171832243086759
2.2884422110552762,0.8071356783919598,-0.001498645717894841
2.30251256281407,0.8071356783919598,-0.0014696863653706153
2.316582914572864,0.8071356783919598,-0.0015287197782811166
2.330653266331658,0.8071356783919598,-0.0015463280662873057
2.3447236180904523,0.8071356783919598,-0.0015691256539982444
2.358793969849246,0.8071356783919598,-0.001582563891486869
2.37286432160804,0.8071356783919598,-0.001628805436379219
2.386934673366834,0.8071356783919598,-0.001647524136823847
2.401005025125628,0.8071356783919598,-0.0016878388492897207
2.4150753768844218,0.8071356783919598,-0.0017048007678254367
2.429145728643216,0.8071356783919598,-0.0017176837990948417
2.44321608040201,0.8071356783919598,-0.0017305668303642472
2.457286432160804,0.8071356783919598,-0.0017305668303642472
2.471356783919598,0.8071356783919598,-0.0017480839551191826
2.4854271356783917,0.8071356783919598,-0.001756241729651804
2.4994974874371856,0.8071356783919598,-0.0017597654106988954
2.51356783919598,0.8071356783919598,-0.0017506418915343353
2.527638190954774,0.8071356783919598,-0.0017481651572108375
2.5417085427135677,0.8071356783919598,-0.0017209693070721229
2.5557788944723616,0.8071356783919598,-0.0017025776009365029
2.5698492462311555,0.8071356783919598,-0.0016912967226099106
2.5839195979899494,0.8071356783919598,-0.0016708923251187585
2.5979899497487433,0.8071356783919598,-0.0016708923251187585
2.6120603015075377,0.8071356783919598,-0.0016708923251187585
2.6261306532663315,0.8071356783919598,-0.0016636368295032307
2.6402010050251254,0.8071356783919598,-0.0016676622122142955
2.6542713567839193,0.8071356783919598,-0.0016831131410584524
2.6683417085427137,0.8071356783919598,-0.0017226744749433611
2.6824120603015076,0.8071356783919598,-0.0017359680446254854
2.6964824120603015,0.8071356783919598,-0.0017514189734696424
2.7105527638190954,0.8071356783919598,-0.0017432302387581603
2.7246231155778893,0.8071356783919598,-0.0017444483737945875
2.738693467336683,0.8071356783919598,-0.001745779245678851
2.7527638190954775,0.8071356783919598,-0.0017469973807152782
2.7668341708542714,0.8071356783919598,-0.00175065178582456
2.7809045226130653,0.8071356783919598,-0.0017518699208609872
2.794974874371859,0.8071356783919598,-0.0017483282525995417
2.809045226130653,0.8071356783919598,-0.0017472228544109503
2.823115577889447,0.8071356783919598,-0.0017353797145901865
2.837185929648241,0.8071356783919598,-0.0017187767714715498
2.8512562814070352,0.8071356783919598,-0.0017044973615779314
2.865326633165829,0.8071356783919598,-0.0016902179516843127
2.879396984924623,0.8071356783919598,-0.0016831346151614218
2.893467336683417,0.8071356783919598,-0.0016617718687449122
2.907537688442211,0.8071356783919598,-0.001639607769736978
2.9216080402010047,0.8071356783919598,-0.0016305049455862352
2.935678391959799,0.8071356783919598,-0.001616850709360121
2.949748743718593,0.8071356783919598,-0.0016031964731340067
2.963819095477387,0.8071356783919598,-0.0015951033927971894
2.9778894472361808,0.8071356783919598,-0.0015723463324203324
2.9919597989949747,0.8071356783919598,-0.0015541406841188465
3.0060301507537686,0.8071356783919598,-0.0015450378599681036
3.020100502512563,0.8071356783919598,-0.0015450378599681036
3.034170854271357,0.8071356783919598,-0.0015450378599681036
3.0482412060301507,0.8071356783919598,-0.0015450378599681036
3.0623115577889446,0.8071356783919598,-0.0015450378599681036
3.0763819095477385,0.8071356783919598,-0.0015450378599681036
3.0904522613065324,0.8071356783919598,-0.0015450378599681036
3.1045226130653267,0.8071356783919598,-0.0015450378599681036
3.1185929648241206,0.8071356783919598,-0.0015450378599681036
3.1326633165829145,0.8071356783919598,-0.0015450378599681036
3.1467336683417084,0.8071356783919598,-0.0015450378599681036
3.1608040201005023,0.8071356783919598,-0.0015450378599681036
3.174874371859296,0.8071356783919598,-0.0015450378599681036
3.18894472361809,0.8071356783919598,-0.0015450378599681036
3.2030150753768845,0.8071356783919598,-0.0015450378599681036
3.2170854271356784,0.8071356783919598,-0.0015450378599681036
3.2311557788944723,0.8071356783919598,-0.0015450378599681036
3.245226130653266,0.8071356783919598,-0.0015450378599681036
3.25929648241206,0.8071356783919598,-0.0015450378599681036
3.273366834170854,0.8071356783919598,-0.0015450378599681036
3.2874371859296483,0.8071356783919598,-0.0015450378599681036
3.301507537688442,0.8071356783919598,-0.0015450378599681036
3.315577889447236,0.8071356783919598,-0.0015450378599681036
3.32964824120603,0.8071356783919598,-0.0015450378599681036
3.343718592964824,0.8071356783919598,-0.0015450378599681036
3.3577889447236178,0.8071356783919598,-0.0015450378599681036
3.371859296482412,0.8071356783919598,-0.0015450378599681036
3.385929648241206,0.8071356783919598,-0.0015450378599681036
3.4,0.8071356783919598,-0.0015450378599681036
0.6,0.820502512562814,-0.0018917948600557562
0.614070351758794,0.820502512562814,-0.0018917948600557562
0.6281407035175879,0.820502512562814,-0.0018917948600557562
0.6422110552763819,0.820502512562814,-0.0018917948600557562
0.6562814070351759,0.820502512562814,-0.0018917948600557562
0.6703517587939698,0.820502512562814,-0.0018917948600557562
0.6844221105527638,0.820502512562814,-0.0018917948600557562
0.6984924623115578,0.820502512562814,-0.0018917948600557562
0.7125628140703517,0.820502512562814,-0.0018917948600557562
0.7266331658291457,0.820502512562814,-0.0018917948600557562
0.7407035175879397,0.820502512562814,-0.0018917948600557562
0.7547738693467336,0.820502512562814,-0.0018917948600557562
0.7688442211055276,0.820502512562814,-0.0018917948600557562
0.7829145728643215,0.820502512562814,-0.0018917948600557562
0.7969849246231155,0.820502512562814,-0.0018917948600557562
0.8110552763819094,0.820502512562814,-0.0018917948600557562
0.8251256281407034,0.820502512562814,-0.0018917948600557562
0.8391959798994975,0.820502512562814,-0.0018917948600557562
0.8532663316582914,0.820502512562814,-0.0018917948600557562
0.8673366834170854,0.820502512562814,-0.0018917948600557562
0.8814070351758794,0.820502512562814,-0.0018917948600557562
0.8954773869346733,0.820502512562814,-0.0018917948600557562
0.9095477386934673,0.820502512562814,-0.0018917948600557562
0.9236180904522613,0.820502512562814,-0.0018917948600557562
0.9376884422110552,0.820502512562814,-0.0018917948600557562
0.9517587939698492,0.820502512562814,-0.0018917948600557562
0.9658291457286432,0.820502512562814,-0.0018917948600557562
0.9798994974874371,0.820502512562814,-0.0018917948600557562
0.9939698492462311,0.820502512562814,-0.0018917948600557562
1.0080402010050251,0.820502512562814,-0.0018917948600557562
1.022110552763819,0.820502512562814,-0.0018917948600557562
1.0361809045226131,0.820502512562814,-0.001893167124729455
1.050251256281407,0.820502512562814,-0.001889081200744763
1.064321608040201,0.820502512562814,-0.001889081200744763
1.0783919597989948,0.820502512562814,-0.001889081200744763
1.092462311557789,0.820502512562814,-0.001889081200744763
1.1065326633165828,0.820502512562814,-0.001889081200744763
1.120603015075377,0.820502512562814,-0.0018903599667220313
1.1346733668341709,0.820502512562814,-0.0018909993497106658
1.1487437185929648,0.820502512562814,-0.0018922781156879343
1.1628140703517587,0.820502512562814,-0.0018834360146935125
1.1768844221105526,0.820502512562814,-0.0018834360146935125
1.1909547738693467,0.820502512562814,-0.001884714780670781
1.2050251256281408,0.820502512562814,-0.0018777422644975818
1.2190954773869347,0.820502512562814,-0.0018777422644975818
1.2331658291457286,0.820502512562814,-0.001866092541987974
1.2472361809045225,0.820502512562814,-0.001866092541987974
1.2613065326633164,0.820502512562814,-0.001848742061840753
1.2753768844221105,0.820502512562814,-0.001841769545667554
1.2894472361809044,0.820502512562814,-0.001836389120349169
1.3035175879396985,0.820502512562814,-0.0018294166041759696
1.3175879396984924,0.820502512562814,-0.0018215476080118051
1.3316582914572863,0.820502512562814,-0.0018102927883245994
1.3457286432160802,0.820502512562814,-0.0018033202721514003
1.3597989949748743,0.820502512562814,-0.0017734432137813869
1.3738693467336682,0.820502512562814,-0.0017639617297983308
1.3879396984924623,0.820502512562814,-0.0017639617297983308
1.4020100502512562,0.820502512562814,-0.0017630652498073656
1.4160804020100501,0.820502512562814,-0.001764678853163224
1.430150753768844,0.820502512562814,-0.0017574926790169584
1.444221105527638,0.820502512562814,-0.0017574926790169584
1.458291457286432,0.820502512562814,-0.0017610597473893355
